path,offset,cls,source,group,split,external,note
C:\Users\User\documents\data\positive\vektora_181.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_182.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_183.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_184.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_185.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_186.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_187.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_188.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_189.wav,0,keyword,positive,positive:block18,test,0,
C:\Users\User\documents\data\positive\vektora_020.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_021.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_022.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_023.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_024.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_025.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_026.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_027.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_028.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_029.wav,0,keyword,positive,positive:block2,excluded,0,was test; user (listened): loud clipped/chopped - unusable
C:\Users\User\documents\data\positive\vektora_100.wav,0,keyword,positive,positive:block10,train,0,
C:\Users\User\documents\data\positive\vektora_102.wav,0,keyword,positive,positive:block10,train,0,
C:\Users\User\documents\data\positive\vektora_103.wav,0,keyword,positive,positive:block10,train,0,
C:\Users\User\documents\data\positive\vektora_104.wav,0,keyword,positive,positive:block10,train,0,
C:\Users\User\documents\data\positive\vektora_105.wav,0,keyword,positive,positive:block10,train,0,
C:\Users\User\documents\data\positive\vektora_108.wav,0,keyword,positive,positive:block10,train,0,
C:\Users\User\documents\data\positive\vektora_160.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_161.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_162.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_163.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_164.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_165.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_166.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_167.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_168.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_169.wav,0,keyword,positive,positive:block16,train,0,
C:\Users\User\documents\data\positive\vektora_071.wav,0,keyword,positive,positive:block7,train,0,
C:\Users\User\documents\data\positive\vektora_074.wav,0,keyword,positive,positive:block7,train,0,
C:\Users\User\documents\data\positive\vektora_076.wav,0,keyword,positive,positive:block7,train,0,
C:\Users\User\documents\data\positive\vektora_077.wav,0,keyword,positive,positive:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (70).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (71).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (72).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (73).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (74).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (75).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (76).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (77).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (78).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (79).wav,0,other,hard,hard:block7,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (80).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (81).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (82).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (83).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (84).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (85).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (86).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (87).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (88).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (89).wav,0,other,hard,hard:block8,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (60).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (61).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (62).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (63).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (64).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (65).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (66).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (67).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (68).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (69).wav,0,other,hard,hard:block6,val,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (50).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (51).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (52).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (53).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (54).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (55).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (56).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (57).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (58).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (59).wav,0,other,hard,hard:block5,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (90).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (91).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (92).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (93).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (94).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (95).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (96).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (97).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (98).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (99).wav,0,other,hard,hard:block9,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (20).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (21).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (22).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (23).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (24).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (25).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (26).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (27).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (28).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (29).wav,0,other,hard,hard:block2,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (30).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (31).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (32).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (33).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (34).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (35).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (36).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (37).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (38).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (39).wav,0,other,hard,hard:block3,test,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (10).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (11).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (12).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (13).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (14).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (15).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (16).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (17).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (18).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (19).wav,0,other,hard,hard:block1,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (40).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (41).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (42).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (43).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (44).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (45).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (46).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (47).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (48).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (49).wav,0,other,hard,hard:block4,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (100).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (101).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (102).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (103).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (104).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (105).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (106).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (107).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (108).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (109).wav,0,other,hard,hard:block10,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (3).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (5).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (7).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (8).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (9).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_(2).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_(4).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_(6).wav,0,other,hard,hard:block0,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (110).wav,0,other,hard,hard:block11,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (111).wav,0,other,hard,hard:block11,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (112).wav,0,other,hard,hard:block11,train,0,
C:\Users\User\documents\data\hard_negative\hard_neg_ (113).wav,0,other,hard,hard:block11,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_68effe85_nohash_0.wav,0,other,gsc,gsc:68effe85,val,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_a3502f15_nohash_0.wav,0,other,gsc,gsc:a3502f15,test,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_22296dbe_nohash_0.wav,0,other,gsc,gsc:22296dbe,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_0a2b400e_nohash_1.wav,0,other,gsc,gsc:0a2b400e,val,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_bbc30633_nohash_3.wav,0,other,gsc,gsc:bbc30633,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_44260689_nohash_1.wav,0,other,gsc,gsc:44260689,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_16d41d07_nohash_1.wav,0,other,gsc,gsc:16d41d07,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_e9287461_nohash_0.wav,0,other,gsc,gsc:e9287461,train,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_e11fbc6e_nohash_0.wav,0,other,gsc,gsc:e11fbc6e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_016e2c6d_nohash_1.wav,0,other,gsc,gsc:016e2c6d,train,0,
C:\Users\User\documents\data\generic_negative\gsc_down_b19f7f5f_nohash_1.wav,0,other,gsc,gsc:b19f7f5f,train,0,
C:\Users\User\documents\data\generic_negative\gsc_left_e77d88fc_nohash_0.wav,0,other,gsc,gsc:e77d88fc,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_708a9569_nohash_0.wav,0,other,gsc,gsc:708a9569,test,0,
C:\Users\User\documents\data\generic_negative\gsc_no_acfd5b5e_nohash_3.wav,0,other,gsc,gsc:acfd5b5e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_1e02ffc5_nohash_1.wav,0,other,gsc,gsc:1e02ffc5,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_1a073312_nohash_1.wav,0,other,gsc,gsc:1a073312,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_3b7f817e_nohash_0.wav,0,other,gsc,gsc:3b7f817e,val,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_525eaa62_nohash_0.wav,0,other,gsc,gsc:525eaa62,train,0,
